,start_time,end_time,instrument,note,note_value
5985,19149278,19209694,1,34,Dotted Quarter
5986,19149278,19170270,1,53,Eighth
5987,19149278,19190238,1,62,Quarter
5988,19170270,19190238,1,56,Eighth
5989,19190238,19202014,1,50,Eighth
5990,19190238,19219934,1,58,Quarter
5991,19202014,19219934,1,56,Eighth
5992,19219934,19240414,1,56,Eighth
5993,19219934,19256798,1,65,Quarter
5994,19219934,19251166,1,38,Dotted Eighth
5995,19219934,19318238,1,46,Dotted Half
5996,19240926,19256798,1,58,Eighth
5997,19257310,19273182,1,56,Eighth
5998,19257310,19318238,1,34,Dotted Quarter
5999,19257310,19273182,1,67,Eighth
6000,19273182,19290078,1,58,Eighth
6001,19273182,19290078,1,65,Eighth
6002,19290078,19309022,1,53,Eighth
6003,19290078,19309022,1,62,Eighth
6004,19309022,19328478,1,56,Eighth
6005,19309022,19328478,1,58,Eighth
6006,19328990,19403742,1,46,Half
6007,19328990,19368414,1,58,Quarter
6008,19328990,19368414,1,43,Quarter
6009,19328990,19348446,1,51,Eighth
6010,19348958,19368414,1,55,Eighth
6011,19368414,19387358,1,55,Eighth
6012,19368414,19409374,1,63,Quarter
6013,19368414,19403742,1,39,Dotted Eighth
6014,19387870,19409374,1,58,Eighth
6015,19409886,19427294,1,58,Eighth
6016,19409886,19444190,1,70,Quarter
6017,19409886,19438046,1,31,Dotted Eighth
6018,19409886,19438046,1,43,Dotted Eighth
6019,19427294,19444190,1,63,Eighth
6020,19444190,19519966,1,48,Dotted Quarter
6021,19444190,19519966,1,36,Dotted Quarter
6022,19444190,19465182,1,57,Eighth
6023,19444190,19531230,1,69,Half
6024,19465182,19487710,1,63,Eighth
6025,19487710,19507678,1,57,Eighth
6026,19507678,19531230,1,63,Eighth
6027,19531742,19626462,1,63,Half
6028,19531742,19565534,1,55,Dotted Eighth
6029,19531742,19626462,1,67,Half
6030,19531742,19552734,1,82,Eighth
6031,19531742,19552734,1,70,Eighth
6032,19552734,19573214,1,75,Eighth
6033,19573214,19626462,1,60,Tied Quarter-Sixteenth
6034,19573214,19593182,1,69,Eighth
6035,19573214,19633118,1,81,Dotted Quarter
6036,19593182,19612638,1,75,Eighth
6037,19612638,19633118,1,69,Eighth
6038,19633630,19639262,1,67,Triplet Sixteenth
6039,19633630,19639262,1,63,Triplet Sixteenth
6040,19633630,19648478,1,45,Eighth
6041,19633630,19639262,1,72,Triplet Sixteenth
6042,19633630,19648478,1,33,Eighth
6043,19648990,19655134,1,62,Triplet Sixteenth
6044,19648990,19665886,1,46,Eighth
6045,19648990,19665886,1,34,Eighth
6046,19648990,19655134,1,67,Triplet Sixteenth
6047,19648990,19655134,1,70,Triplet Sixteenth
6048,19666398,19686366,1,48,Eighth
6049,19666398,19686366,1,36,Eighth
6050,19666398,19674078,1,67,Triplet Sixteenth
6051,19666398,19674078,1,69,Triplet Sixteenth
6052,19686878,19723230,1,50,Quarter
6053,19686878,19723230,1,38,Quarter
6054,19686878,19707358,1,60,Eighth
6055,19686878,19723230,1,69,Quarter
6056,19707358,19723230,1,66,Eighth
6057,19723230,19757534,1,55,Quarter
6058,19723230,19757534,1,43,Quarter
6059,19723230,19743198,1,67,Eighth
6060,19723230,19757534,1,70,Quarter
6061,19743198,19757534,1,62,Eighth
6062,19757534,19793886,1,72,Quarter
6063,19757534,19793886,1,41,Quarter
6064,19757534,19793886,1,53,Quarter
6065,19757534,19776478,1,63,Eighth
6066,19776478,19793886,1,69,Eighth
6067,19793886,19831262,1,46,Quarter
6068,19793886,19831262,1,74,Quarter
6069,19793886,19814366,1,70,Eighth
6070,19793886,19831262,1,58,Quarter
6071,19814366,19831262,1,65,Eighth
6072,19831262,19870174,1,45,Quarter
6073,19831262,19870174,1,76,Quarter
6074,19831262,19870174,1,57,Quarter
6075,19831262,19849694,1,67,Eighth
6076,19849694,19870174,1,73,Eighth
6077,19870174,19917278,1,62,Dotted Eighth
6078,19870174,19917278,1,50,Dotted Eighth
6079,19870174,19900894,1,74,Eighth
6080,19870174,19970526,1,77,Half
6081,19900894,19923934,1,69,Eighth
6082,19924446,19970526,43,50,Quarter
6083,19924446,19970526,42,65,Quarter
6084,19924446,19970526,1,41,Quarter
6085,19924446,19970526,1,29,Quarter
6086,19924446,19945950,1,74,Eighth
6087,19924446,19970526,41,69,Quarter
6088,19945950,19970526,1,69,Eighth
6089,19970526,20015070,1,43,Quarter
6090,19970526,20015070,42,63,Quarter
6091,19970526,20015070,43,58,Quarter
6092,19970526,20015070,1,75,Quarter
6093,19970526,20015070,41,67,Quarter
6094,19970526,20015070,1,31,Quarter
6095,19970526,19993566,1,70,Eighth
6096,19993566,20015070,1,67,Eighth
6097,20015070,20049886,1,45,Dotted Eighth
6098,20015070,20035038,1,64,Eighth
6099,20015070,20049886,43,55,Dotted Eighth
6100,20015070,20049886,41,64,Dotted Eighth
6101,20015070,20049886,42,61,Dotted Eighth
6102,20015070,20049886,1,33,Dotted Eighth
6103,20015070,20057054,1,73,Quarter
6104,20035038,20057054,1,67,Eighth
6105,20057054,20092894,41,66,Dotted Eighth
6106,20057054,20169694,1,26,Dotted Half
6107,20057054,20092894,42,62,Dotted Eighth
6108,20057054,20092894,1,74,Dotted Eighth
6109,20057054,20092894,1,66,Dotted Eighth
6110,20057054,20092894,43,50,Dotted Eighth
6111,20057054,20078558,1,38,Eighth
6112,20078558,20100062,1,38,Eighth
6113,20100574,20142558,42,66,Quarter
6114,20100574,20114910,1,74,Triplet
6115,20100574,20123614,1,38,Eighth
6116,20100574,20142558,43,62,Quarter
6117,20100574,20154846,41,74,Tied Quarter-Sixteenth
6118,20114910,20130270,1,75,Triplet
6119,20124126,20142046,1,38,Eighth
6120,20130270,20142558,1,74,Triplet
6121,20142558,20154846,1,73,Triplet
6122,20142558,20159966,1,38,Eighth
6123,20142558,20178398,43,64,Quarter
6124,20142558,20178398,42,67,Quarter
6125,20154846,20166622,1,74,Triplet
6126,20160478,20177886,41,74,Eighth
6127,20160478,20177886,1,38,Eighth
6128,20166622,20178398,1,73,Triplet
6129,20178398,20216798,42,69,Quarter
6130,20178398,20216798,43,66,Quarter
6131,20178398,20193246,1,72,Triplet
6132,20178398,20198878,41,74,Eighth
6133,20178398,20198878,1,38,Eighth
6134,20178398,20278750,1,26,Dotted Half
6135,20193246,20205022,1,74,Triplet
6136,20198878,20216286,1,38,Eighth
6137,20198878,20216286,41,75,Eighth
6138,20205022,20216798,1,72,Triplet
6139,20216798,20261854,41,75,Tied Quarter-Sixteenth
6140,20216798,20235230,1,38,Eighth
6141,20216798,20243422,43,67,Dotted Eighth
6142,20216798,20243422,42,67,Dotted Eighth
6143,20216798,20230622,1,71,Triplet
6144,20230622,20236254,1,72,Triplet
6145,20235230,20248030,1,38,Eighth
6146,20236254,20248542,1,71,Triplet
6147,20248542,20261854,1,70,Triplet
6148,20248542,20284894,42,67,Quarter
6149,20248542,20284894,43,61,Quarter
6150,20248542,20266974,1,38,Eighth
6151,20261854,20275166,1,72,Triplet
6152,20267486,20284382,41,76,Eighth
6153,20267486,20284382,1,38,Eighth
6154,20275166,20284894,1,70,Triplet
6155,20284894,20318174,43,60,Quarter
6156,20284894,20302814,1,38,Eighth
6157,20284894,20382174,1,26,Dotted Half
6158,20284894,20318174,42,69,Quarter
6159,20284894,20302814,41,79,Eighth
6160,20284894,20296670,1,69,Triplet
6161,20296670,20310494,1,70,Triplet
6162,20302814,20317662,41,76,Eighth
6163,20302814,20317662,1,38,Eighth
6164,20310494,20318174,1,69,Triplet
6165,20318174,20330462,1,69,Triplet
6166,20318174,20366302,41,78,Tied Quarter-Sixteenth
6167,20318174,20335070,1,38,Eighth
6168,20318174,20345310,42,62,Dotted Eighth
6169,20318174,20345310,43,59,Dotted Eighth
6170,20330462,20342750,1,62,Triplet
6171,20335070,20352478,1,38,Eighth
6172,20342750,20352478,1,69,Triplet
6173,20352478,20390878,42,62,Quarter
6174,20352478,20390878,43,58,Quarter
6175,20352478,20366302,1,67,Triplet
6176,20352478,20373982,1,38,Eighth
6177,20366302,20379102,1,69,Triplet
6178,20374494,20390366,1,38,Eighth
6179,20374494,20390366,41,79,Eighth
6180,20379102,20390878,1,67,Triplet
6181,20390878,20429790,43,55,Quarter
6182,20390878,20495838,1,26,Dotted Half
6183,20390878,20429790,41,82,Quarter
6184,20390878,20429790,42,61,Quarter
6185,20390878,20403678,1,64,Triplet
6186,20390878,20409822,1,38,Eighth
6187,20403678,20416990,1,66,Triplet
6188,20410334,20429278,1,38,Eighth
6189,20416990,20429790,1,64,Triplet
6190,20429790,20443102,1,66,Triplet
6191,20429790,20463582,42,62,Dotted Eighth
6192,20429790,20463582,43,54,Dotted Eighth
6193,20429790,20448734,1,38,Eighth
6194,20429790,20463582,41,81,Dotted Eighth
6195,20443102,20455902,1,67,Triplet
6196,20449246,20470238,1,38,Eighth
6197,20455902,20470238,1,66,Triplet
6198,20470750,20480990,42,50,Triplet
6199,20470750,20539358,1,62,Half
6200,20470750,20505054,43,50,Quarter
6201,20470750,20539358,1,50,Half
6202,20480990,20492254,42,61,Triplet
6203,20492254,20504542,42,62,Triplet
6204,20495838,20505054,41,62,Sixteenth
6205,20505054,20517854,41,73,Triplet
6206,20505054,20615134,1,31,Dotted Half
6207,20505054,20525022,1,43,Eighth
6208,20505054,20539358,43,43,Dotted Eighth
6209,20517854,20531678,41,74,Triplet
6210,20525534,20545502,1,43,Eighth
6211,20531678,20545502,41,78,Triplet
6212,20546014,20585438,43,62,Quarter
6213,20546014,20599774,1,50,Tied Quarter-Sixteenth
6214,20546014,20599774,1,62,Tied Quarter-Sixteenth
6215,20546014,20585438,42,71,Quarter
6216,20546014,20559838,41,79,Triplet
6217,20546014,20564446,1,43,Eighth
6218,20559838,20572638,41,81,Triplet
6219,20564958,20584926,1,43,Eighth
6220,20572638,20585438,41,79,Triplet
6221,20585438,20624862,42,69,Quarter
6222,20585438,20605406,1,43,Eighth
6223,20585438,20624862,43,60,Quarter
6224,20585438,20599774,41,78,Triplet
6225,20599774,20612574,41,79,Triplet
6226,20605918,20624862,1,50,Eighth
6227,20605918,20624862,1,62,Eighth
6228,20605918,20624862,1,43,Eighth
6229,20612574,20624862,41,78,Triplet
6230,20624862,20644830,1,43,Eighth
6231,20624862,20657118,43,59,Quarter
6232,20624862,20657118,42,68,Quarter
6233,20624862,20644830,1,50,Eighth
6234,20624862,20638686,41,77,Triplet
6235,20624862,20644830,1,62,Eighth
6236,20624862,20719582,1,31,Dotted Half
6237,20638686,20650974,41,79,Triplet
6238,20644830,20656606,1,51,Eighth
6239,20644830,20656606,1,43,Eighth
6240,20644830,20656606,1,63,Eighth
6241,20650974,20657118,41,77,Triplet
6242,20657118,20707806,1,63,Tied Quarter-Sixteenth
6243,20657118,20707806,1,51,Tied Quarter-Sixteenth
6244,20657118,20668382,41,75,Triplet
6245,20657118,20689886,42,67,Dotted Eighth
6246,20657118,20675550,1,43,Eighth
6247,20657118,20689886,43,60,Dotted Eighth
6248,20668382,20683742,41,77,Triplet
6249,20676062,20696030,1,43,Eighth
6250,20683742,20696542,41,75,Triplet
6251,20696542,20729822,43,58,Quarter
6252,20696542,20729822,42,67,Quarter
6253,20696542,20707806,41,73,Triplet
6254,20696542,20713438,1,43,Eighth
6255,20707806,20718558,41,75,Triplet
6256,20713438,20729310,1,64,Eighth
6257,20713438,20729310,1,43,Eighth
6258,20713438,20729310,1,52,Eighth
6259,20718558,20729310,41,73,Triplet
6260,20729822,20767198,43,57,Quarter
6261,20729822,20748766,1,67,Eighth
6262,20729822,20748766,42,64,Eighth
6263,20729822,20748254,1,43,Eighth
6264,20729822,20748766,1,55,Eighth
6265,20729822,20830686,1,31,Dotted Half
6266,20729822,20741086,41,72,Triplet
6267,20741086,20755422,41,71,Triplet
6268,20748766,20766686,1,43,Eighth
6269,20748766,20766686,1,52,Eighth
6270,20748766,20766686,1,64,Eighth
6271,20748766,20767198,42,67,Eighth
6272,20755422,20767198,41,72,Triplet
6273,20767198,20813278,1,53,Tied Quarter-Sixteenth
6274,20767198,20813278,1,65,Tied Quarter-Sixteenth
6275,20767198,20784606,1,43,Eighth
6276,20767198,20777950,41,72,Triplet
6277,20767198,20792286,42,60,Dotted Eighth
6278,20767198,20792286,43,56,Dotted Eighth
6279,20777950,20789214,41,73,Triplet
6280,20785118,20798430,1,43,Eighth
6281,20789214,20798942,41,72,Triplet
6282,20798942,20813278,41,68,Triplet
6283,20798942,20819934,1,43,Eighth
6284,20798942,20839390,43,60,Quarter
6285,20798942,20839390,42,65,Quarter
6286,20813278,20826590,41,70,Triplet
6287,20820446,20838878,1,56,Eighth
6288,20820446,20838878,1,43,Eighth
6289,20820446,20838878,1,68,Eighth
6290,20826590,20838878,41,68,Triplet
6291,20839390,20875230,43,57,Quarter
6292,20839390,20850142,41,66,Triplet
6293,20839390,20875230,1,72,Quarter
6294,20839390,20875230,42,63,Quarter
6295,20839390,20902366,1,31,Half
6296,20839390,20856286,1,43,Eighth
6297,20839390,20875230,1,60,Quarter
6298,20850142,20863454,41,67,Triplet
6299,20856798,20874718,1,43,Eighth
6300,20863454,20875230,41,66,Triplet
6301,20875230,20905950,42,62,Dotted Eighth
6302,20875230,20894686,1,43,Eighth
6303,20875230,20905950,43,59,Dotted Eighth
6304,20875230,20905950,1,71,Dotted Eighth
6305,20875230,20905950,1,59,Dotted Eighth
6306,20875230,20888542,41,67,Triplet
6307,20888542,20898782,41,69,Triplet
6308,20894686,20912094,1,43,Eighth
6309,20898782,20912094,41,67,Triplet
6310,20912094,20924894,41,63,Triplet
6311,20912094,20951006,1,60,Quarter
6312,20912094,20944862,1,31,Dotted Eighth
6313,20912094,20951006,1,72,Quarter
6314,20912094,20931550,1,43,Eighth
6315,20912094,20951006,43,57,Quarter
6316,20912094,20951006,42,66,Quarter
6317,20924894,20938718,41,65,Triplet
6318,20932062,20950494,1,43,Eighth
6319,20938718,20951006,41,63,Triplet
6320,20951006,20980190,43,59,Dotted Eighth
6321,20951006,20980190,42,67,Dotted Eighth
6322,20951006,20970462,1,43,Eighth
6323,20951006,20963294,41,62,Triplet
6324,20951006,20980190,1,71,Dotted Eighth
6325,20951006,20980190,1,59,Dotted Eighth
6326,20963294,20974558,41,63,Triplet
6327,20970974,20986846,1,43,Eighth
6328,20974558,20986846,41,62,Triplet
6329,20987358,21027294,1,75,Quarter
6330,20987358,21027294,1,63,Quarter
6331,20987358,21027294,43,54,Quarter
6332,20987358,21027294,42,69,Quarter
6333,20987358,21008350,1,43,Eighth
6334,20987358,21001182,41,60,Triplet
6335,20987358,21059550,1,31,Half
6336,21001182,21014494,41,62,Triplet
6337,21008862,21027294,1,43,Eighth
6338,21014494,21027294,41,60,Triplet
6339,21027294,21042654,41,59,Triplet
6340,21027294,21049310,1,43,Eighth
6341,21027294,21063646,1,74,Dotted Eighth
6342,21027294,21063646,1,62,Dotted Eighth
6343,21027294,21063646,43,55,Dotted Eighth
6344,21027294,21063646,42,71,Dotted Eighth
6345,21042654,21055966,41,60,Triplet
6346,21049822,21069790,1,43,Eighth
6347,21055966,21069790,41,59,Triplet
6348,21070302,21095390,1,43,Eighth
6349,21070302,21095390,1,39,Eighth
6350,21070302,21086174,41,58,Triplet
6351,21070302,21095390,1,31,Eighth
6352,21070302,21095902,1,70,Eighth
6353,21070302,21103582,43,51,Dotted Eighth
6354,21070302,21095902,1,75,Eighth
6355,21070302,21103582,43,43,Dotted Eighth
6356,21070302,21095902,1,82,Eighth
6357,21086174,21103582,41,63,Triplet
6358,21095902,21116382,1,67,Eighth
6359,21095902,21116382,1,79,Eighth
6360,21103582,21116382,41,67,Triplet
6361,21103582,21116382,43,55,Triplet
6362,21116382,21131742,43,58,Eighth
6363,21116382,21129182,1,63,Triplet
6364,21116382,21129182,42,58,Triplet
6365,21116382,21129182,41,70,Triplet
6366,21116382,21131742,1,75,Eighth
6367,21129182,21139422,41,75,Triplet
6368,21129182,21139422,1,58,Triplet
6369,21129182,21139422,42,63,Triplet
6370,21131742,21152734,1,70,Eighth
6371,21139422,21152734,42,67,Triplet
6372,21139422,21152734,1,55,Triplet
6373,21139422,21152734,41,79,Triplet
6374,21152734,21165022,1,51,Triplet
6375,21152734,21165022,42,70,Triplet
6376,21152734,21165022,41,82,Triplet
6377,21152734,21169630,1,67,Eighth
6378,21165022,21176798,42,67,Triplet
6379,21165022,21176798,41,79,Triplet
6380,21165022,21176798,1,46,Triplet
6381,21169630,21189086,1,70,Eighth
6382,21176798,21189086,41,75,Triplet
6383,21176798,21189086,1,43,Triplet
6384,21176798,21189086,42,63,Triplet
6385,21189086,21230046,1,75,Quarter
6386,21189086,21210078,1,63,Eighth
6387,21189086,21210078,42,58,Eighth
6388,21189086,21210078,41,70,Eighth
6389,21189086,21230558,1,43,Quarter
6390,21189086,21230558,1,31,Quarter
6391,21189086,21203422,43,46,Triplet
6392,21203422,21217246,43,51,Triplet
6393,21210078,21230046,1,70,Eighth
6394,21217246,21230046,43,55,Triplet
6395,21230558,21242846,42,58,Triplet
6396,21230558,21266910,1,74,Quarter
6397,21230558,21248478,1,62,Eighth
6398,21230558,21267422,1,41,Quarter
6399,21230558,21267422,1,29,Quarter
6400,21230558,21267422,43,56,Quarter
6401,21242846,21254622,42,62,Triplet
6402,21248990,21266910,1,70,Eighth
6403,21254622,21267422,42,65,Triplet
6404,21267422,21288414,43,55,Eighth
6405,21267422,21288414,1,63,Eighth
6406,21267422,21288414,42,70,Eighth
6407,21267422,21281246,41,82,Triplet
6408,21267422,21302750,1,43,Quarter
6409,21267422,21302238,1,75,Quarter
6410,21267422,21302750,1,31,Quarter
6411,21281246,21293534,41,79,Triplet
6412,21288926,21302238,1,70,Eighth
6413,21293534,21302750,41,75,Triplet
6414,21302750,21321694,41,70,Eighth
6415,21302750,21321694,1,64,Eighth
6416,21302750,21339614,1,46,Quarter
6417,21302750,21339614,1,34,Quarter
6418,21302750,21339102,1,70,Quarter
6419,21302750,21321694,1,76,Eighth
6420,21302750,21316062,43,46,Triplet
6421,21316062,21327326,43,50,Triplet
6422,21322206,21339102,1,65,Eighth
6423,21322206,21339102,1,77,Eighth
6424,21327326,21339614,43,53,Triplet
6425,21339614,21357022,1,70,Eighth
6426,21339614,21357022,1,61,Eighth
6427,21339614,21357022,43,58,Eighth
6428,21339614,21351902,42,58,Triplet
6429,21339614,21374430,1,32,Quarter
6430,21339614,21374430,1,44,Quarter
6431,21339614,21357022,1,73,Eighth
6432,21351902,21363678,42,62,Triplet
6433,21357534,21373918,1,74,Eighth
6434,21357534,21373918,1,62,Eighth
6435,21363678,21374430,42,65,Triplet
6436,21374430,21394910,1,75,Eighth
6437,21374430,21409246,1,31,Dotted Eighth
6438,21374430,21388254,41,82,Triplet
6439,21374430,21412830,1,70,Quarter
6440,21374430,21409246,1,43,Dotted Eighth
6441,21374430,21394910,42,70,Eighth
6442,21374430,21394910,1,63,Eighth
6443,21388254,21402590,41,79,Triplet
6444,21395422,21412830,1,79,Eighth
6445,21395422,21412830,1,67,Eighth
6446,21402590,21412830,41,75,Triplet
6447,21412830,21432798,1,70,Eighth
6448,21412830,21432286,41,75,Eighth
6449,21412830,21426142,43,48,Triplet
6450,21412830,21450718,1,36,Quarter
6451,21412830,21450718,1,48,Quarter
6452,21412830,21432798,1,82,Eighth
6453,21426142,21438942,43,51,Triplet
6454,21432798,21450718,1,80,Eighth
6455,21432798,21450718,1,68,Eighth
6456,21438942,21450718,43,56,Triplet
6457,21450718,21467102,1,78,Eighth
6458,21450718,21467102,1,66,Eighth
6459,21450718,21466590,43,58,Eighth
6460,21450718,21461470,42,63,Triplet
6461,21450718,21483998,1,34,Quarter
6462,21450718,21483998,1,46,Quarter
6463,21461470,21472222,42,67,Triplet
6464,21467102,21483998,1,67,Eighth
6465,21467102,21483998,1,79,Eighth
6466,21472222,21483998,42,70,Triplet
6467,21483998,21506014,1,64,Eighth
6468,21483998,21506014,1,76,Eighth
6469,21483998,21505502,42,72,Eighth
6470,21483998,21520862,1,44,Quarter
6471,21483998,21520862,1,32,Quarter
6472,21483998,21498334,41,68,Triplet
6473,21498334,21511646,41,72,Triplet
6474,21506014,21520350,1,77,Eighth
6475,21506014,21520350,1,65,Eighth
6476,21511646,21520350,41,77,Triplet
6477,21520862,21557214,1,33,Quarter
6478,21520862,21537246,1,62,Eighth
6479,21520862,21557214,1,45,Quarter
6480,21520862,21537246,1,74,Eighth
6481,21520862,21557214,41,66,Quarter
6482,21520862,21530590,43,45,Triplet
6483,21530590,21543902,43,48,Triplet
6484,21537246,21557214,1,75,Eighth
6485,21537246,21557214,1,63,Eighth
6486,21543902,21557214,43,51,Triplet
6487,21557214,21575646,1,61,Eighth
6488,21557214,21575134,43,46,Eighth
6489,21557214,21575646,1,73,Eighth
6490,21557214,21575134,41,65,Eighth
6491,21557214,21568990,42,58,Triplet
6492,21557214,21595102,1,46,Quarter
6493,21557214,21595102,1,34,Quarter
6494,21568990,21581790,42,62,Triplet
6495,21575646,21595102,1,62,Eighth
6496,21575646,21595102,1,74,Eighth
6497,21581790,21595102,42,65,Triplet
6498,21595102,21612510,42,70,Eighth
6499,21595102,21625822,1,32,Dotted Eighth
6500,21595102,21613022,1,77,Eighth
6501,21595102,21625822,1,44,Dotted Eighth
6502,21595102,21606878,41,77,Triplet
6503,21595102,21613022,1,65,Eighth
6504,21606878,21618654,41,74,Triplet
6505,21613022,21632478,1,68,Eighth
6506,21613022,21632478,1,80,Eighth
6507,21618654,21632478,41,70,Triplet
6508,21632990,21650398,1,31,Eighth
6509,21632990,21650398,1,84,Eighth
6510,21632990,21650398,41,70,Eighth
6511,21632990,21650398,1,43,Eighth
6512,21632990,21644766,43,46,Triplet
6513,21632990,21650398,1,72,Eighth
6514,21644766,21656542,43,51,Triplet
6515,21650398,21669342,1,82,Eighth
6516,21650398,21669342,1,34,Eighth
6517,21650398,21669342,1,70,Eighth
6518,21650398,21669342,1,46,Eighth
6519,21656542,21669342,43,55,Triplet
6520,21669342,21683678,1,79,Eighth
6521,21669342,21683166,43,58,Eighth
6522,21669342,21677534,42,58,Triplet
6523,21669342,21683678,1,67,Eighth
6524,21669342,21683678,1,41,Eighth
6525,21669342,21683678,1,29,Eighth
6526,21677534,21691358,42,62,Triplet
6527,21683678,21702622,1,46,Eighth
6528,21683678,21702622,1,80,Eighth
6529,21683678,21702622,1,68,Eighth
6530,21683678,21702622,1,34,Eighth
6531,21691358,21702622,42,65,Triplet
6532,21702622,21720030,42,70,Eighth
6533,21702622,21720542,1,66,Eighth
6534,21702622,21720542,1,39,Eighth
6535,21702622,21714398,41,82,Triplet
6536,21702622,21720542,1,78,Eighth
6537,21702622,21720542,1,27,Eighth
6538,21714398,21727198,41,79,Triplet
6539,21720542,21733854,1,79,Eighth
6540,21720542,21733854,1,67,Eighth
6541,21720542,21733854,1,49,Eighth
6542,21720542,21733854,1,37,Eighth
6543,21727198,21733854,41,75,Triplet
6544,21734366,21750750,41,75,Eighth
6545,21734366,21746654,43,51,Triplet
6546,21734366,21750750,1,48,Eighth
6547,21734366,21750750,1,36,Eighth
6548,21734366,21750750,1,89,Eighth
6549,21734366,21750750,1,77,Eighth
6550,21746654,21757406,43,56,Triplet
6551,21750750,21768670,1,39,Eighth
6552,21750750,21768670,1,75,Eighth
6553,21750750,21768670,1,87,Eighth
6554,21750750,21768670,1,51,Eighth
6555,21757406,21768670,43,60,Triplet
6556,21768670,21783518,43,63,Eighth
6557,21768670,21777374,42,63,Triplet
6558,21768670,21784030,1,72,Eighth
6559,21768670,21784030,1,34,Eighth
6560,21768670,21784030,1,46,Eighth
6561,21768670,21784030,1,84,Eighth
6562,21777374,21790686,42,67,Triplet
6563,21784030,21799390,1,39,Eighth
6564,21784030,21799390,1,51,Eighth
6565,21784030,21799390,1,73,Eighth
6566,21784030,21799390,1,85,Eighth
6567,21790686,21798878,42,70,Triplet
6568,21799390,21818334,42,75,Eighth
6569,21799390,21818846,1,71,Eighth
6570,21799390,21818846,1,83,Eighth
6571,21799390,21813214,41,87,Triplet
6572,21799390,21818846,1,44,Eighth
6573,21799390,21818846,1,32,Eighth
6574,21813214,21824478,41,84,Triplet
6575,21818846,21837278,1,39,Eighth
6576,21818846,21837278,1,72,Eighth
6577,21818846,21837278,1,84,Eighth
6578,21818846,21837278,1,51,Eighth
6579,21824478,21837790,41,80,Triplet
6580,21837790,21855198,1,69,Eighth
6581,21837790,21855198,1,43,Eighth
6582,21837790,21854686,41,75,Eighth
6583,21837790,21855198,1,31,Eighth
6584,21837790,21855198,1,81,Eighth
6585,21837790,21849566,43,46,Triplet
6586,21849566,21861342,43,51,Triplet
6587,21855198,21873630,1,70,Eighth
6588,21855198,21873630,1,42,Eighth
6589,21855198,21873630,1,82,Eighth
6590,21855198,21873630,1,30,Eighth
6591,21861342,21873630,43,58,Triplet
6592,21873630,21892062,1,69,Eighth
6593,21873630,21892062,43,60,Eighth
6594,21873630,21886430,42,63,Triplet
6595,21873630,21892062,1,41,Eighth
6596,21873630,21892062,1,29,Eighth
6597,21873630,21892062,1,81,Eighth
6598,21886430,21897182,42,69,Triplet
6599,21892062,21906398,1,39,Eighth
6600,21892062,21906398,1,63,Eighth
6601,21892062,21906398,1,75,Eighth
6602,21892062,21906398,1,51,Eighth
6603,21897182,21906398,42,72,Triplet
6604,21906398,21924318,1,41,Eighth
6605,21906398,21924318,1,29,Eighth
6606,21906398,21924318,1,68,Eighth
6607,21906398,21918174,41,70,Triplet
6608,21906398,21924318,1,80,Eighth
6609,21906398,21923806,42,74,Eighth
6610,21918174,21929438,41,74,Triplet
6611,21924318,21942238,1,70,Eighth
6612,21924318,21942238,1,82,Eighth
6613,21924318,21942238,1,28,Eighth
6614,21924318,21942238,1,40,Eighth
6615,21929438,21941726,41,80,Triplet
6616,21942238,21962206,41,79,Eighth
6617,21942238,21962206,1,67,Eighth
6618,21942238,21962206,1,27,Eighth
6619,21942238,21962206,1,39,Eighth
6620,21942238,21956062,43,46,Triplet
6621,21942238,21962206,1,79,Eighth
6622,21956062,21970398,43,51,Triplet
6623,21962718,21979102,1,46,Eighth
6624,21962718,21979614,1,58,Eighth
6625,21962718,21979102,1,34,Eighth
6626,21962718,21979614,1,70,Eighth
6627,21970398,21979614,43,55,Triplet
6628,21979614,21991390,42,63,Triplet
6629,21979614,21997534,41,78,Eighth
6630,21979614,21997534,43,58,Eighth
6631,21979614,21997534,1,30,Eighth
6632,21979614,21991390,1,66,Triplet
6633,21979614,21991390,1,78,Triplet
6634,21979614,21997534,1,42,Eighth
6635,21991390,22004190,1,68,Triplet
6636,21991390,22004190,1,80,Triplet
6637,21991390,22004190,42,66,Triplet
6638,21998046,22013406,1,27,Eighth
6639,21998046,22013406,1,39,Eighth
6640,22004190,22013406,1,78,Triplet
6641,22004190,22013406,1,66,Triplet
6642,22004190,22013406,42,70,Triplet
6643,22013406,22047710,1,30,Dotted Eighth
6644,22013406,22034398,1,44,Eighth
6645,22013406,22023134,1,64,Sixteenth
6646,22013406,22023134,1,76,Sixteenth
6647,22013406,22034398,42,71,Eighth
6648,22013406,22027230,41,68,Triplet
6649,22027230,22037470,1,80,Sixteenth
6650,22027230,22041566,41,71,Triplet
6651,22027230,22037470,1,68,Sixteenth
6652,22034910,22052318,1,44,Eighth
6653,22041566,22049246,1,83,Sixteenth
6654,22041566,22049246,1,71,Sixteenth
6655,22041566,22052318,41,76,Triplet
6656,22052830,22107102,1,66,Dotted Quarter
6657,22052830,22107102,1,70,Dotted Quarter
6658,22052830,22075358,41,75,Eighth
6659,22052830,22107102,1,75,Dotted Quarter
6660,22052830,22066654,43,46,Triplet
6661,22052830,22075870,1,46,Eighth
6662,22052830,22107102,1,63,Dotted Quarter
6663,22052830,22075870,1,34,Eighth
